year,county,precinct,votes
2006,Clark,1467 - HEN,15928
2006,Clark,2460 - LAS,15846
2006,Clark,2305 - LAS,15814
2006,Clark,6360 - LAS,15808
2006,Clark,5325 - County,15800
2006,Clark,2310 - LAS,15762
2006,Clark,1524 - HEN,15751
2006,Clark,3509 - LAS,15734
2006,Clark,2314 - LAS,15681
2006,Clark,3449 - County,15599
2006,Clark,3322 - LAS,15563
2006,Clark,2301 - LAS,15559
2006,Clark,5353 - County,15554
2006,Clark,5387 - County,15548
2006,Clark,5352 - LAS,15542
2006,Clark,3335 - County,15537
2006,Clark,6404 - County,15531
2006,Clark,3129 - LAS,15454
2006,Clark,3333 - County,15446
2006,Clark,6452 - County,15434
2006,Clark,1078 - HEN,15428
2006,Lyon,Fernely 12,15278
2006,Clark,3470 - LAS,15268
2006,Clark,6300 - LAS,15204
2006,Clark,7330 - County,15185
2006,Clark,1516 - MES,15160
2006,Clark,5374 - County,15138
2006,Clark,5411 - County,15066
2006,Washoe,RENO-VERDI 5002,15058
2006,Clark,7392 - HEN,15006
2006,Clark,1532 - MVA,14916
2006,Clark,7393 - HEN,14902
2006,Clark,2306 - LAS,14887
2006,Clark,6510 - County,14868
2006,Clark,6403 - LAS,14818
2006,Clark,3342 - LAS,14799
2006,Clark,6305 - LAS,14793
2006,Clark,2325 - LAS,14790
2006,Clark,3471 - LAS,14738
2006,Clark,5035 - County,14709
2006,Clark,5385 - LAS,14706
2006,Washoe,SPARKS 6504,14642
2006,Clark,6323 - LAS,14628
2006,Clark,4365 - LAS,14491
2006,Clark,7303 - County,14431
2006,Clark,2404 - NLV,14430
2006,Clark,4416 - NLV,14353
2006,Clark,6352 - LAS,14282
2006,Clark,3089 - LAS,14238
2006,Clark,6465 - County,14222
2006,Clark,6461 - County,14221
2006,Clark,1450 - HEN,14208
2006,Clark,1400 - HEN,14117
2006,Washoe,SPARKS 6305,14111
2006,Clark,6445 - County,14097
2006,Clark,6472 - County,14080
2006,Clark,3514 - LAS,14078
2006,Clark,6344 - LAS,14043
2006,Clark,4466 - LAS,13980
2006,Clark,7331 - County,13921
2006,Clark,7343 - HEN,13898
2006,Clark,2424 - NLV,13833
2006,Clark,4430 - County,13826
2006,Clark,5016 - County,13824
2006,Clark,1443 - HEN,13803
2006,Clark,6342 - LAS,13756
2006,Clark,3403 - LAS,13715
2006,Clark,1300 - County,13538
2006,Clark,6334 - LAS,13498
2006,Clark,7061 - County,13494
2006,Clark,2363 - NLV,13464
2006,Clark,2431 - County,13461
2006,Clark,2439 - NLV,13375
2006,Clark,7382 - County,13314
2006,Clark,3355 - LAS,13301
2006,Clark,6361 - LAS,13293
2006,Clark,3469 - LAS,13274
2006,Clark,1350 - County,13139
2006,Clark,7421 - HEN,13066
2006,Clark,4380 - LAS,13064
2006,Washoe,SPARKS 6402,13051
2006,Clark,6071 - County,13046
2006,Clark,3556 - LAS,13041
2006,Clark,3484 - County,13031
2006,Clark,6442 - County,12986
2006,Clark,7313 - County,12982
2006,Clark,2461 - LAS,12886
2006,Clark,6325 - LAS,12855
2006,Washoe,RENO-VERDI 4001,12821
2006,Washoe,RENO-VERDI 4034,12816
2006,Clark,6420 - County,12801
2006,Clark,3326 - LAS,12765
2006,Carson City,213,12708
2006,Clark,7425 - County,12671
2006,Clark,7302 - County,12557
2006,Clark,3340 - LAS,12538
2006,Clark,3434 - LAS,12522
2006,Clark,1444 - HEN,12494
2006,Clark,4360 - LAS,12492
2006,Clark,5315 - LAS,12446
2006,Clark,1422 - HEN,12411
2006,Clark,3506 - LAS,12367
2006,Clark,2453 - LAS,12357
2006,Clark,4460 - LAS,12340
2006,Clark,5354 - County,12315
2006,Clark,1357 - County,12303
2006,Clark,3507 - LAS,12258
2006,Clark,6476 - County,12256
2006,Clark,2455 - LAS,12231
2006,Washoe,SPARKS 7535,12179
2006,Clark,5361 - County,12128
2006,Clark,6310 - LAS,12023
2006,Clark,3422 - LAS,12016
2006,Clark,6453 - County,12009
2006,Clark,2433 - County,11903
2006,Clark,4468 - LAS,11875
2006,Clark,4385 - LAS,11810
2006,Clark,1425 - HEN,11758
2006,Clark,1441 - HEN,11740
2006,Clark,6067 - County,11732
2006,Clark,3345 - LAS,11710
2006,Lyon,Fernely 14,11702
2006,Clark,4320 - LAS,11674
2006,Washoe,RENO-VERDI 7311,11660
2006,Clark,1305 - County,11649
2006,Clark,2422 - County,11614
2006,Clark,4376 - LAS,11569
2006,Clark,5392 - County,11558
2006,Clark,3331 - County,11530
2006,Clark,6074 - County,11513
2006,Clark,3343 - LAS,11501
2006,Clark,5401 - County,11456
2006,Clark,3312 - LAS,11440
2006,Clark,7376 - County,11431
2006,Clark,5383 - LAS,11428
2006,Clark,1112 - HEN,11420
2006,Clark,6392 - LAS,11405
2006,Clark,4371 - LAS,11403
2006,Clark,1413 - County,11364
2006,Clark,1017 - BUN,11358
2006,Clark,4347 - LAS,11299
2006,Clark,2302 - LAS,11277
2006,Clark,7420 - HEN,11249
2006,Clark,1004 - BOC,11241
2006,Clark,3525 - LAS,11162
2006,Lyon,Fernely 11,11127
2006,Clark,5380 - County,11110
2006,Clark,1312 - County,11089
2006,Clark,6311 - LAS,11084
2006,Clark,5365 - County,11064
2006,Clark,1460 - HEN,11018
2006,Clark,6414 - County,10945
2006,Clark,2425 - NLV,10933
2006,Clark,6394 - LAS,10916
2006,Clark,5336 - County,10913
2006,Clark,1469 - HEN,10879
2006,Clark,1165 - HEN,10878
2006,Clark,7363 - HEN,10846
2006,Clark,7060 - County,10842
2006,Clark,5386 - County,10799
2006,Clark,7304 - County,10772
2006,Clark,3384 - LAS,10739
2006,Clark,3526 - LAS,10674
2006,Clark,5371 - County,10658
2006,Clark,5363 - County,10590
2006,Clark,6373 - LAS,10500
2006,Clark,3421 - LAS,10439
2006,Clark,7301 - County,10382
2006,Clark,7038 - County,10350
2006,Washoe,SPARKS 6200,10335
2006,Clark,3490 - LAS,10334
2006,Clark,7346 - HEN,10280
2006,Clark,5381 - County,10258
2006,Clark,3504 - County,10226
2006,Clark,6491 - County,10199
2006,Clark,2426 - NLV,10190
2006,Clark,6391 - LAS,10190
2006,Clark,6340 - LAS,10053
2006,Washoe,RENO-VERDI 1042,10027
2006,Clark,7308 - County,9987
2006,Clark,2420 - County,9919
2006,Clark,7071 - County,9908
2006,Clark,4464 - LAS,9886
2006,Clark,7300 - County,9801
2006,Clark,3120 - LAS,9793
2006,Clark,2413 - County,9776
2006,Clark,1301 - County,9750
2006,Clark,7391 - County,9719
2006,Clark,1060 - County,9643
2006,Clark,4312 - NLV,9634
2006,Washoe,SPARKS 6419,9632
2006,Clark,2322 - LAS,9603
2006,Clark,7381 - County,9597
2006,Clark,5360 - County,9571
2006,Clark,3536 - County,9472
2006,Clark,4374 - LAS,9434
2006,Clark,2418 - County,9401
2006,Clark,1434 - HEN,9396
2006,Clark,5340 - County,9350
2006,Clark,5305 - County,9338
2006,Clark,6425 - County,9337
2006,Clark,6443 - County,9315
2006,Clark,7309 - County,9293
2006,Clark,6341 - LAS,9278
2006,Clark,1462 - HEN,9270
2006,Clark,6351 - LAS,9230
2006,Clark,7390 - County,9142
2006,Clark,6480 - County,9107
2006,Clark,1109 - HEN,9104
2006,Clark,3394 - LAS,9076
2006,Clark,2321 - LAS,9075
2006,Clark,6034 - LAS,9059
2006,Washoe,SPARKS 6506,9011
2006,Clark,3402 - LAS,8994
2006,Clark,2452 - LAS,8948
2006,Clark,2048 - LAS,8921
2006,Clark,6393 - LAS,8895
2006,Clark,1314 - County,8864
2006,Clark,6333 - LAS,8781
2006,Clark,5075 - County,8731
2006,Clark,7340 - County,8713
2006,Clark,5364 - County,8685
2006,Clark,6304 - County,8670
2006,Clark,7385 - County,8670
2006,Clark,2345 - LAS,8587
2006,Washoe,SPARKS 6509,8556
2006,Clark,5373 - County,8488
2006,Clark,7323 - County,8475
2006,Washoe,RENO-VERDI 5025,8459
2006,Clark,7370 - LAS,8451
2006,Clark,2047 - LAS,8375
2006,Clark,5370 - County,8322
2006,Clark,5303 - County,8308
2006,Clark,2412 - County,8269
2006,Clark,6462 - County,8253
2006,Clark,6382 - LAS,8213
2006,Clark,4383 - LAS,8209
2006,Clark,3314 - County,8171
2006,Clark,1123 - HEN,8149
2006,Clark,3336 - County,8124
2006,Clark,3400 - LAS,8097
2006,Clark,1500 - HEN,8082
2006,Clark,1466 - HEN,8066
2006,Clark,6381 - LAS,7991
2006,Washoe,SPARKS 6505,7965
2006,Washoe,RENO-VERDI 2003,7892
2006,Clark,4031 - LAS,7886
2006,Clark,6430 - County,7835
2006,Clark,3396 - LAS,7789
2006,Clark,2332 - LAS,7740
2006,Clark,4355 - LAS,7725
2006,Clark,2333 - LAS,7696
2006,Clark,5300 - LAS,7659
2006,Clark,3311 - LAS,7588
2006,Clark,4375 - LAS,7585
2006,Clark,3531 - County,7550
2006,Clark,7319 - County,7394
2006,Nye,TONOPAH 17,7366
2006,Clark,4370 - LAS,7304
2006,Clark,7364 - HEN,7205
2006,Clark,1432 - HEN,7172
2006,Clark,3315 - County,7140
2006,Clark,6532 - County,7135
2006,Clark,4425 - County,7106
2006,Clark,4410 - NLV,7065
2006,Washoe,RENO-VERDI 4044,7031
2006,Clark,2414 - County,6965
2006,Clark,6370 - LAS,6916
2006,Clark,3303 - County,6859
2006,Clark,6400 - LAS,6819
2006,Clark,5334 - County,6817
2006,Clark,3325 - County,6782
2006,Clark,3425 - LAS,6738
2006,Clark,5402 - County,6730
2006,Clark,1393 - HEN,6727
2006,Clark,4396 - NLV,6691
2006,Washoe,RENO-VERDI 4004,6683
2006,Clark,4417 - NLV,6659
2006,Clark,7316 - County,6624
2006,Clark,6483 - County,6593
2006,Clark,2462 - LAS,6411
2006,Washoe,RENO-VERDI 2008,6246
2006,Clark,4364 - LAS,6232
2006,Clark,4343 - LAS,6216
2006,Clark,7384 - County,6204
2006,Clark,6516 - County,6199
2006,Clark,1403 - HEN,6178
2006,Washoe,RENO-VERDI 2055 (MP),6116
2006,Clark,1412 - County,6107
2006,Clark,5343 - County,6033
2006,Clark,2307 - LAS,5893
2006,Clark,6385 - LAS,5700
2006,Clark,4403 - NLV,5684
2006,Clark,6372 - LAS,5655
2006,Clark,7070 - County,5625
2006,Clark,7383 - County,5613
2006,Clark,6390 - LAS,5599
2006,Clark,6413 - County,5568
2006,Washoe,RENO-VERDI 5029,5441
2006,Clark,4394 - NLV,5418
2006,Clark,2313 - LAS,5409
2006,Clark,7325 - County,5399
2006,Clark,4443 - County,5390
2006,Washoe,RENO-VERDI 2028 (MP),5386
2006,Clark,4465 - LAS,5383
2006,Clark,4356 - LAS,5339
2006,Clark,4455 - LAS,5301
2006,Clark,6473 - County,5273
2006,Washoe,RENO-VERDI 2005,5272
2006,Clark,2122 - County,5259
2006,Clark,3300 - County,5254
2006,Clark,4441 - County,5229
2006,Clark,4414 - NLV,5207
2006,Clark,3186 - County,5186
2006,Washoe,RENO-VERDI 7310,5156
2006,Clark,5342 - County,5152
2006,Clark,2370 - NLV,5105
2006,Clark,4426 - County,5081
2006,Clark,2355 - LAS,5040
2006,Clark,4436 - County,4979
2006,Clark,6312 - LAS,4978
2006,Clark,2334 - County,4937
2006,Clark,6320 - LAS,4884
2006,Clark,6485 - County,4838
2006,Washoe,SPARKS 7515,4811
2006,Clark,6365 - LAS,4758
2006,Nye,TONOPAH 16,4747
2006,Washoe,RENO-VERDI 1037,4736
2006,Washoe,RENO-VERDI 8215 (MP),4735
2006,Clark,6068 - County,4728
2006,Clark,5362 - County,4704
2006,Clark,1416 - HEN,4678
2006,Clark,5391 - County,4592
2006,Washoe,RENO-VERDI 7544,4575
2006,Washoe,SPARKS 7500 (MP),4564
2006,Washoe,RENO-VERDI 8502 (MP),4553
2006,Clark,4348 - LAS,4536
2006,Clark,7305 - County,4519
2006,Clark,7373 - LAS,4519
2006,Clark,5313 - LAS,4438
2006,Clark,3453 - LAS,4429
2006,Clark,3301 - LAS,4372
2006,Washoe,RENO-VERDI 5021,4242
2006,Clark,6353 - LAS,4240
2006,Clark,5302 - County,4229
2006,Washoe,RENO-VERDI 4030 (MP),4212
2006,Clark,4451 - LAS,4201
2006,Clark,2470 - MOA,4140
2006,Clark,5321 - County,4128
2006,Clark,4353 - LAS,4096
2006,Clark,4452 - LAS,4089
2006,Washoe,RENO-VERDI 7552 (MP),4050
2006,Clark,4433 - County,4036
2006,Washoe,RENO-VERDI 4024 (MP),4007
2006,Clark,6383 - LAS,3968
2006,Clark,6364 - LAS,3935
2006,Washoe,SPARKS 6204 (MP),3901
2006,Clark,1464 - HEN,3875
2006,Clark,2471 - MOA,3841
2006,Clark,4300 - NLV,3822
2006,Clark,6324 - County,3819
2006,Washoe,RENO-VERDI 8262 (MP),3781
2006,Washoe,SPARKS 7401(MP),3750
2006,Clark,4440 - County,3745
2006,Clark,2427 - County,3710
2006,Clark,4393 - NLV,3669
2006,Clark,4412 - NLV,3630
2006,Washoe,SPARKS 6518 (MP),3584
2006,Clark,1491 - HEN,3573
2006,Clark,2339 - County,3522
2006,Clark,2331 - LAS,3476
2006,Clark,6384 - LAS,3474
2006,Clark,3411 - LAS,3416
2006,Washoe,RENO-VERDI 7301 (MP),3410
2006,Clark,5314 - County,3291
2006,Clark,5316 - LAS,3286
2006,Washoe,RENO-VERDI 4023 (MP),3285
2006,Clark,6330 - LAS,3275
2006,Washoe,SPARKS 7512 (MP),3268
2006,Clark,3316 - County,3251
2006,Clark,2104 - County,3239
2006,Washoe,RENO-VERDI 2052 (MP),3237
2006,Washoe,RENO-VERDI 5013 (MP),3166
2006,Clark,4351 - LAS,3156
2006,Clark,7362 - HEN,3144
2006,Clark,4372 - LAS,3103
2006,Clark,4413 - NLV,3087
2006,Washoe,RENO-VERDI 4013 (MP),3060
2006,Washoe,RENO-VERDI 2014 (MP),3015
2006,Washoe,RENO-VERDI 2006 (MP),3000
2006,Washoe,SPARKS 7433 (MP),2998
2006,Washoe,SPARKS 7409 (MP),2991
2006,Washoe,RENO-VERDI 8214 (MP),2970
2006,Clark,3555 - County,2960
2006,Clark,2341 - LAS,2957
2006,Clark,4350 - LAS,2890
2006,Clark,4324 - LAS,2887
2006,Clark,1476 - HEN,2860
2006,Clark,6474 - County,2838
2006,Clark,4392 - NLV,2828
2006,Washoe,SPARKS 6107 (MP),2828
2006,Washoe,RENO-VERDI 1046 (MP),2818
2006,Washoe,RENO-VERDI 8235 (MP),2792
2006,Clark,2323 - LAS,2791
2006,Washoe,RENO-VERDI 1041 (MP),2768
2006,Clark,3480 - County,2763
2006,Washoe,RENO-VERDI 8248 (MP),2760
2006,Washoe,SPARKS 6102 (MP),2727
2006,Washoe,RENO-VERDI 4006 (MP),2715
2006,Clark,4361 - LAS,2679
2006,Clark,2336 - County,2630
2006,Washoe,RENO-VERDI 7537 (MP),2612
2006,Clark,6331 - LAS,2553
2006,Clark,3497 - County,2519
2006,Clark,4341 - LAS,2499
2006,Clark,4422 - NLV,2480
2006,Clark,4331 - LAS,2462
2006,Washoe,RENO-VERDI 7300 (MP),2454
2006,Clark,4302 - NLV,2450
2006,Clark,4431 - County,2433
2006,Clark,4420 - NLV,2382
2006,Clark,6423 - County,2379
2006,Clark,6321 - County,2353
2006,Washoe,SPARKS 6101 (MP),2331
2006,Clark,4402 - NLV,2312
2006,Washoe,RENO-VERDI 8234 (MP),2295
2006,Clark,5331 - County,2294
2006,Clark,4382 - LAS,2288
2006,Washoe,RENO-VERDI 8247 (MP),2276
2006,Clark,4462 - LAS,2232
2006,Clark,2347 - County,2203
2006,Clark,4022 - NLV,2188
2006,Washoe,RENO-VERDI 3033 (MP),2117
2006,Clark,4444 - County,2045
2006,Washoe,SPARKS 6301 (MP),2026
2006,Clark,4386 - LAS,2018
2006,Clark,4397 - NLV,1981
2006,Washoe,RENO-VERDI 8241 (MP),1974
2006,Clark,4427 - County,1936
2006,Washoe,RENO-VERDI 5020 (MP),1914
2006,Washoe,RENO-VERDI 7508 (MP),1873
2006,Washoe,RENO-VERDI 7507 (MP),1845
2006,Clark,3515 - County,1836
2006,Washoe,RENO-VERDI 2001 (MP),1804
2006,Clark,4411 - NLV,1788
2006,Clark,1501 - HEN,1775
2006,Clark,6335 - County,1736
2006,Washoe,GER-WADS 7423 (MP),1734
2006,Clark,5341 - County,1698
2006,Clark,4352 - LAS,1690
2006,Clark,4373 - LAS,1659
2006,Clark,4323 - County,1654
2006,Clark,4050 - LAS,1652
2006,Washoe,RENO-VERDI 4022 (MP),1650
2006,Clark,2320 - County,1646
2006,Clark,3354 - LAS,1631
2006,Clark,6031 - LAS,1602
2006,Clark,2326 - LAS,1561
2006,Clark,2340 - County,1549
2006,Clark,4035 - LAS,1545
2006,Washoe,RENO-VERDI 8213 (MP),1545
2006,Clark,7310 - County,1527
2006,Washoe,RENO-VERDI 7539 (MP),1512
2006,Clark,4391 - NLV,1500
2006,Washoe,RENO-VERDI 8244 (MP),1439
2006,Washoe,RENO-VERDI 5007 (MP),1425
2006,Washoe,RENO-VERDI 7553 (MP),1418
2006,Washoe,RENO-VERDI 4010 (MP),1412
2006,Clark,7372 - LAS,1385
2006,Washoe,SPARKS 7306 (MP),1381
2006,Washoe,RENO-VERDI 4011 (MP),1378
2006,Washoe,SPARKS 6510 (MP),1364
2006,Washoe,SPARKS 7404 (MP),1354
2006,Clark,6038 - County,1333
2006,Clark,5312 - LAS,1324
2006,Washoe,RENO-VERDI 4005 (MP),1306
2006,Washoe,RENO-VERDI 8240 (MP),1290
2006,Washoe,RENO-VERDI 4045 (MP),1274
2006,Clark,4453 - LAS,1264
2006,Washoe,RENO-VERDI 2000 (MP),1258
2006,Clark,7367 - County,1240
2006,Washoe,RENO-VERDI 2056 (MP),1237
2006,Washoe,RENO-VERDI 8500 (MP),1227
2006,Washoe,RENO-VERDI 1019 (MP),1213
2006,Washoe,RENO-VERDI 8112 (MP),1203
2006,Clark,6371 - LAS,1195
2006,Clark,3493 - County,1138
2006,Clark,4321 - LAS,1120
2006,Clark,4435 - County,1116
2006,Clark,6315 - County,1116
2006,Clark,3487 - County,1111
2006,Clark,5301 - County,1108
2006,Washoe,RENO-VERDI 4003 (MP),1107
2006,Clark,6525 - County,1102
2006,Washoe,RENO-VERDI 3014 (MP),1090
2006,Washoe,SPARKS 7554 (MP),1071
2006,Clark,4442 - County,1002
2006,Clark,2335 - County,998
2006,Clark,2423 - County,965
2006,Clark,5306 - County,953
2006,Washoe,RENO-VERDI 8232 (MP),953
2006,Clark,6411 - County,941
2006,Clark,4344 - LAS,934
2006,Washoe,RENO-VERDI 4002 (MP),912
2006,Clark,4401 - NLV,902
2006,Clark,3512 - County,901
2006,Clark,2416 - County,891
2006,Clark,1535 - County,885
2006,Clark,4342 - LAS,883
2006,Clark,7350 - HEN,882
2006,Clark,3488 - County,873
2006,Clark,5335 - County,846
2006,Clark,3454 - LAS,842
2006,Clark,3543 - County,834
2006,Clark,4450 - LAS,834
2006,Washoe,RENO-VERDI 7548 (MP),829
2006,Clark,3511 - County,817
2006,Washoe,RENO-VERDI 8252 (MP),806
2006,Clark,3446 - LAS,803
2006,Clark,2348 - County,796
2006,Washoe,RENO-VERDI 8102 (MP),796
2006,Clark,4363 - LAS,776
2006,Clark,4019 - NLV,769
2006,Clark,1457 - County,763
2006,Clark,4445 - County,762
2006,Clark,1050 - BOC,761
2006,Clark,3459 - County,761
2006,Clark,4345 - LAS,740
2006,Washoe,RENO-VERDI 8242 (MP),740
2006,Washoe,RENO-VERDI 4046 (MP),736
2006,Clark,6322 - LAS,732
2006,Washoe,SPARKS 6412 (MP),725
2006,Washoe,RENO-VERDI 8118 (MP),705
2006,Clark,3477 - County,689
2006,Washoe,RENO-VERDI 8114 (MP),677
2006,Clark,1306 - County,676
2006,Clark,1448 - County,674
2006,Clark,2428 - County,646
2006,Clark,3440 - County,641
2006,Washoe,RENO-VERDI 7516 (MP),641
2006,Clark,7371 - LAS,632
2006,Washoe,SPARKS 7308 (MP),631
2006,Clark,1534 - County,597
2006,Clark,3519 - County,587
2006,Clark,4432 - County,568
2006,Washoe,RENO-VERDI 8260 (MP),537
2006,Lander,Gillman Springs 08,522
2006,Washoe,RENO-VERDI 8223 (MP),511
2006,Clark,3523 - County,507
2006,Washoe,RENO-VERDI 8249 (MP),497
2006,Washoe,RENO-VERDI 7303 (MP),488
2006,Clark,3302 - LAS,485
2006,Clark,7307 - County,474
2006,Clark,2106 - County,461
2006,Washoe,RENO-VERDI 8230 (MP),453
2006,Clark,3432 - LAS,442
2006,Washoe,RENO-VERDI 8228 (MP),442
2006,Washoe,SPARKS 7400 (MP),428
2006,Washoe,RENO-VERDI 8120 (MP),424
2006,Washoe,RENO-VERDI 7307 (MP),423
2006,Washoe,SPARKS 7503 (MP),421
2006,Washoe,RENO-VERDI 7511 (MP),411
2006,Clark,3533 - County,376
2006,Washoe,RENO-VERDI 8251 (MP),376
2006,Washoe,SPARKS 7419 (MP),374
2006,Clark,2415 - County,370
2006,Washoe,RENO-VERDI 3015 (MP),369
2006,Washoe,RENO-VERDI 8226 (MP),307
2006,Washoe,SPARKS 7403 (MP),234
2006,Clark,3521 - County,226
2006,Clark,9993 - PRO,217
2006,Washoe,RENO-VERDI 2012 (MP),206
2006,Washoe,RENO-VERDI 3021 (MP),199
2006,Clark,7077 - County,171
2006,Washoe,SPARKS 7426 (MP),150
2006,Clark,9991 - PRO,137
2006,Clark,4340 - LAS,120
2006,Washoe,RENO-VERDI 8101 (MP),100
2006,Washoe,FOC,81
2006,Carson City,999,0
2006,Churchill,99,0
2006,Clark,1070 - County,0
2006,Clark,1131 - HEN,0
2006,Clark,1132 - County,0
2006,Clark,1169- BOC,0
2006,Clark,1315 - County,0
2006,Clark,1358 - HEN,0
2006,Clark,1360 - County,0
2006,Clark,1362 - HEN,0
2006,Clark,1364 - County,0
2006,Clark,1366 - County,0
2006,Clark,1370 - County,0
2006,Clark,1373 - County,0
2006,Clark,1471 - HEN,0
2006,Clark,1474 - HEN,0
2006,Clark,1475 - County,0
2006,Clark,1486 - HEN,0
2006,Clark,1502 - County,0
2006,Clark,1503 - County,0
2006,Clark,2050 - LAS,0
2006,Clark,2052 - LAS,0
2006,Clark,2324 - LAS,0
2006,Clark,2327 - LAS,0
2006,Clark,2328 - LAS,0
2006,Clark,2329 - LAS,0
2006,Clark,2337 - County,0
2006,Clark,2338 - LAS,0
2006,Clark,2343 - County,0
2006,Clark,2344 - LAS,0
2006,Clark,2349 - LAS,0
2006,Clark,2410 - NLV,0
2006,Clark,2421 - County,0
2006,Clark,2437 - County,0
2006,Clark,2438 - NLV,0
2006,Clark,2442 - County,0
2006,Clark,2443 - County,0
2006,Clark,2450 - LAS,0
2006,Clark,2472 - MOA,0
2006,Clark,2475 - MOA,0
2006,Clark,3147 - County,0
2006,Clark,3304 - County,0
2006,Clark,3305 - County,0
2006,Clark,3306 - County,0
2006,Clark,3308 - LAS,0
2006,Clark,3309 - LAS,0
2006,Clark,3310 - LAS,0
2006,Clark,3436 - LAS,0
2006,Clark,3441 - County,0
2006,Clark,3466 - LAS,0
2006,Clark,3473 - County,0
2006,Clark,3479 - County,0
2006,Clark,3486 - LAS,0
2006,Clark,3492 - County,0
2006,Clark,3498 - LAS,0
2006,Clark,3499 - County,0
2006,Clark,3516 - County,0
2006,Clark,3522 - County,0
2006,Clark,3524 - LAS,0
2006,Clark,3527 - LAS,0
2006,Clark,3528 - LAS,0
2006,Clark,3529 - LAS,0
2006,Clark,3534 - County,0
2006,Clark,3551 - LAS,0
2006,Clark,3554 - County,0
2006,Clark,3558 - County,0
2006,Clark,4332 - LAS,0
2006,Clark,4390 - NLV,0
2006,Clark,4395 - NLV,0
2006,Clark,4404 - NLV,0
2006,Clark,4405 - NLV,0
2006,Clark,4421 - NLV,0
2006,Clark,4423 - NLV,0
2006,Clark,5310 - LAS,0
2006,Clark,5366 - County,0
2006,Clark,5367 - County,0
2006,Clark,5382 - County,0
2006,Clark,6301 - LAS,0
2006,Clark,6302 - LAS,0
2006,Clark,6303 - LAS,0
2006,Clark,6314 - LAS,0
2006,Clark,6316 - County,0
2006,Clark,6339 - LAS,0
2006,Clark,6402 - LAS,0
2006,Clark,6410 - County,0
2006,Clark,6489 - County,0
2006,Clark,6511 - County,0
2006,Clark,7320 - County,0
2006,Clark,7344 - HEN,0
2006,Clark,7348 - HEN,0
2006,Clark,7349 - HEN,0
2006,Clark,7368 - County,0
2006,Clark,7396 - HEN,0
2006,Clark,7397 - HEN,0
2006,Clark,9992 - PRO,0
2006,Clark,9994- CHAL,0
2006,Douglas,99,0
2006,Elko,99,0
2006,Esmeralda,99,0
2006,Eureka,99,0
2006,Humboldt,99,0
2006,Lander,99,0
2006,Lincoln,99,0
2006,Lyon,99,0
2006,Mineral,99,0
2006,Nye,99,0
2006,Pershing,99,0
2006,Storey,99,0
2006,Washoe,GER-WADS 7422 (MP),0
2006,Washoe,GER-WADS 9404 (MP),0
2006,Washoe,GER-WADS 9405 (MP),0
2006,Washoe,GER-WADS 9406 (MP),0
2006,Washoe,GER-WADS 9408 (MP),0
2006,Washoe,GER-WADS 9415 (MP),0
2006,Washoe,GER-WADS 9509 (MP),0
2006,Washoe,GER-WADS 9521 (MP),0
2006,Washoe,INCLINE VILLAGE 8111(MP),0
2006,Washoe,INCLINE VILLAGE 9102(MP),0
2006,Washoe,INCLINE VILLAGE 9105(MP),0
2006,Washoe,INCLINE VILLAGE 9106(MP),0
2006,Washoe,INCLINE VILLAGE 9111(MP),0
2006,Washoe,RENO-VERDI 1005 (MP),0
2006,Washoe,RENO-VERDI 1013 (MP),0
2006,Washoe,RENO-VERDI 1017 (MP),0
2006,Washoe,RENO-VERDI 1040 (MP),0
2006,Washoe,RENO-VERDI 1048 (MP),0
2006,Washoe,RENO-VERDI 1049 (MP),0
2006,Washoe,RENO-VERDI 1050 (MP),0
2006,Washoe,RENO-VERDI 1052 (MP),0
2006,Washoe,RENO-VERDI 1054 (MP),0
2006,Washoe,RENO-VERDI 2002 (MP),0
2006,Washoe,RENO-VERDI 2011 (MP),0
2006,Washoe,RENO-VERDI 2037 (MP),0
2006,Washoe,RENO-VERDI 2038 (MP),0
2006,Washoe,RENO-VERDI 2041 (MP),0
2006,Washoe,RENO-VERDI 2044 (MP),0
2006,Washoe,RENO-VERDI 2045 (MP),0
2006,Washoe,RENO-VERDI 2046 (MP),0
2006,Washoe,RENO-VERDI 2047 (MP),0
2006,Washoe,RENO-VERDI 2048 (MP),0
2006,Washoe,RENO-VERDI 2051 (MP),0
2006,Washoe,RENO-VERDI 2053 (MP),0
2006,Washoe,RENO-VERDI 2054 (MP),0
2006,Washoe,RENO-VERDI 2057 (MP),0
2006,Washoe,RENO-VERDI 3000 (MP),0
2006,Washoe,RENO-VERDI 3002 (MP),0
2006,Washoe,RENO-VERDI 3003 (MP),0
2006,Washoe,RENO-VERDI 3006 (MP),0
2006,Washoe,RENO-VERDI 3013 (MP),0
2006,Washoe,RENO-VERDI 3034 (MP),0
2006,Washoe,RENO-VERDI 3035 (MP),0
2006,Washoe,RENO-VERDI 4007 (MP),0
2006,Washoe,RENO-VERDI 4008 (MP),0
2006,Washoe,RENO-VERDI 4021 (MP),0
2006,Washoe,RENO-VERDI 4026 (MP),0
2006,Washoe,RENO-VERDI 4027 (MP),0
2006,Washoe,RENO-VERDI 4028 (MP),0
2006,Washoe,RENO-VERDI 4029 (MP),0
2006,Washoe,RENO-VERDI 4031 (MP),0
2006,Washoe,RENO-VERDI 4047 (MP),0
2006,Washoe,RENO-VERDI 5001 (MP),0
2006,Washoe,RENO-VERDI 5031 (MP),0
2006,Washoe,RENO-VERDI 5043 (MP),0
2006,Washoe,RENO-VERDI 5047 (MP),0
