statefp00,countyfp00,vtdidfp00,vtdst00,tabblock00_count
32,031,32031707,707,23
32,031,32031708,708,4
32,031,32031709,709,6
32,031,32031710,710,22
32,031,32031711,711,17
32,031,32031712,712,16
32,031,32031713,713,5
32,031,32031714,714,35
32,031,32031715,715,1
32,031,32031720,720,24
32,031,32031721,721,41
32,031,32031722,722,20
32,031,32031723,723,42
32,031,32031724,724,43
32,031,32031725,725,34
32,031,32031726,726,27
32,031,32031727,727,36
32,031,32031728,728,80
32,031,32031729,729,24
32,031,32031730,730,57
32,031,32031731,731,24
32,031,32031732,732,38
32,031,32031734,734,23
32,031,32031735,735,29
32,031,32031737,737,7
32,031,32031739,739,10
32,031,32031740,740,20
32,031,32031741,741,10
32,031,32031747,747,8
32,031,32031748,748,4
32,031,32031750,750,14
32,031,32031751,751,3
32,031,32031752,752,5
32,031,32031753,753,21
32,031,32031757,757,2
32,031,32031760,760,13
32,031,32031761,761,2
32,031,32031764,764,5
32,031,32031769,769,26
32,031,32031771,771,20
32,031,32031774,774,6
32,031,32031779,779,1
32,031,32031781,781,14
32,031,32031787,787,17
32,031,32031790,790,3
32,031,32031797,797,9
32,031,32031798,798,1
32,031,32031799,799,1
32,031,32031800,800,2
32,031,32031801,801,48
32,031,32031802,802,32
32,031,32031803,803,9
32,031,32031804,804,63
32,031,32031805,805,708
32,031,32031807,807,43
32,031,32031808,808,50
32,031,32031809,809,42
32,031,32031810,810,14
32,031,32031811,811,106
32,031,32031812,812,51
32,031,32031813,813,117
32,031,32031814,814,3
32,031,32031815,815,264
32,031,32031816,816,99
32,031,32031817,817,50
32,031,32031818,818,15
32,031,32031819,819,24
32,031,32031821,821,16
32,031,32031824,824,1
32,031,32031825,825,8
32,031,32031827,827,1
32,031,32031829,829,3
32,031,32031830,830,27
32,031,32031832,832,67
32,031,32031833,833,1
32,031,32031834,834,4
32,031,32031836,836,2
32,031,32031838,838,52
32,031,32031840,840,8
32,031,32031841,841,1
32,031,32031844,844,1
32,031,32031847,847,2
32,031,32031848,848,14
32,031,32031850,850,22
32,031,32031851,851,15
32,031,32031852,852,17
32,031,32031853,853,35
32,031,32031854,854,27
32,031,32031856,856,28
32,031,32031858,858,43
32,031,32031859,859,16
32,031,32031861,861,21
32,031,32031862,862,4
32,031,32031865,865,6
32,031,32031870,870,1
32,031,32031873,873,6
32,031,32031874,874,1
32,031,32031876,876,2
32,031,32031877,877,1
32,031,32031879,879,5
32,031,32031880,880,17
32,031,32031881,881,2
32,031,32031882,882,1
32,031,32031883,883,1
32,031,32031884,884,4
32,031,32031887,887,1
32,031,32031888,888,1
32,031,32031889,889,5
32,031,32031890,890,1
32,031,32031892,892,23
32,031,32031893,893,7
32,031,32031896,896,15
32,031,32031897,897,3
32,031,32031901,901,1
32,031,32031902,902,35
32,031,32031905,905,45
32,031,32031908,908,185
32,031,32031909,909,59
32,031,32031910,910,107
32,031,32031913,913,2
32,031,32031914,914,9
32,031,32031916,916,2
32,031,32031917,917,2
32,031,32031918,918,18
32,031,32031919,919,4
32,031,32031922,922,24
32,031,32031929,929,1
32,031,32031932,932,2
32,031,32031933,933,2
32,031,32031934,934,2
32,031,32031935,935,17
32,031,32031936,936,1
32,031,32031938,938,1
32,031,32031940,940,50
32,031,32031945,945,28
32,031,32031ZZZZZZ,ZZZZZZ,4
32,033,320330005,0005,93
32,033,320330010,0010,94
32,033,320330015,0015,94
32,033,320330020,0020,75
32,033,320330025,0025,70
32,033,320330030,0030,1403
32,033,320330035,0035,396
32,033,320330040,0040,304
32,033,320330045,0045,386
32,033,320330050,0050,135
32,510,325100101,0101,29
32,510,325100102,0102,23
32,510,325100104,0104,10
32,510,325100106,0106,19
32,510,325100107,0107,13
32,510,325100108,0108,21
32,510,325100109,0109,14
32,510,325100110,0110,55
32,510,325100111,0111,45
32,510,325100112,0112,10
32,510,325100113,0113,17
32,510,325100114,0114,16
32,510,325100117,0117,18
32,510,325100220,0220,11
32,510,325100221,0221,9
32,510,325100222,0222,20
32,510,325100223,0223,11
32,510,325100224,0224,44
32,510,325100225,0225,49
32,510,325100226,0226,38
32,510,325100227,0227,67
32,510,325100229,0229,19
32,510,325100260,0260,50
32,510,325100330,0330,18
32,510,325100331,0331,4
32,510,325100332,0332,32
32,510,325100333,0333,27
32,510,325100334,0334,83
32,510,325100335,0335,54
32,510,325100336,0336,14
32,510,325100337,0337,15
32,510,325100338,0338,32
32,510,325100339,0339,24
32,510,325100440,0440,74
32,510,325100444,0444,14
32,510,325100445,0445,9
32,510,325100446,0446,46
32,510,325100447,0447,110
32,510,325100448,0448,55
32,510,325100449,0449,44
32,510,325100481,0481,27
32,510,325100482,0482,14
