2012 Statewide General Election Results,,,,
"Note: In cases where the cumulative turnout for a precinct for a race or ballot question is greater than 0 but less than 10, the numbers have been replaced with an asterisk (*) in order to protect the secrecy of a voter's ballot, as required by Nevada Law. As a result, the total for a precinct may be different from what is reported on official documents. ",,,,
,,,,
Jurisdiction,Precinct,Contest,Selection,Votes
Clark,7311 - County,"State Senate, District 7","Parks, David",330
Clark,7311 - County,"State Assembly, District 20","Spiegel, Ellen",333
Clark,7311 - County,President and Vice President of the United States,"Obama, Barack",351
Clark,7312 - County,President and Vice President of the United States,"GOODE, VIRGIL",2
Clark,7312 - County,President and Vice President of the United States,None Of These Candidates,3
Clark,7312 - County,President and Vice President of the United States,"JOHNSON, GARY",10
Clark,7312 - County,"U.S. Representative in Congress, District 1","Vaughan, Stan",19
Clark,7312 - County,"District Court Judge, District 8, Department  4","Peyton, Troy E.",30
Clark,7312 - County,"U.S. Representative in Congress, District 1","Pojunis, William ""Bill""",30
Clark,7312 - County,United States Senator,"VANDERBEEK, DAVID LORY",32
Clark,7312 - County,"District Court Judge, District 8, Department  4","Gale, Bruce L.",39
Clark,7312 - County,"District Court Judge, District 8, Department  4","Mills, Michael C. ""Mike""",45
Clark,7312 - County,"District Court Judge, District 8, Department  4","Watkins, John G.",50
Clark,7312 - County,"District Court Judge, District 8, Department  4","Kelley, Robert A.",58
Clark,7312 - County,United States Senator,None Of These Candidates,68
Clark,7312 - County,"District Court Judge, District 8, Department  4","Lee, Chris",71
Clark,7312 - County,"District Court Judge, District 8, Department  4","Earley, Kerry Louise",77
Clark,7312 - County,"District Court Judge, District 8, Department  4","Bailey, Soonhee ""Sunny""",83
Clark,7312 - County,"District Court Judge, District 8, Department  4","Kimble-Simms, Marsha",84
Clark,7312 - County,"U.S. Representative in Congress, District 1","Edwards, Chris",121
Clark,7312 - County,"State Senate, District 7","Marsh, Trish",125
Clark,7312 - County,President and Vice President of the United States,"Romney, Mitt",134
Clark,7312 - County,United States Senator,"Heller, Dean",135
Clark,7312 - County,"State Assembly, District 20","Mendoza, Eric",143
Clark,7312 - County,"District Court Judge, District 8, Department  5","Jefferson, Phung",163
Clark,7312 - County,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 5","Jansen, William ""Bill""",207
Clark,7312 - County,"State Board of Education, District 1","Darby, Forrest",207
Clark,7312 - County,"District Court Judge, District 8, Department 14","Davidson, Michael D.",222
Clark,7312 - County,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 1","Ginn, Vincent",230
Clark,7312 - County,State Question No. 1,No,230
Clark,7312 - County,"Supreme Court Justice, Seat F",None Of These Candidates,238
Clark,7312 - County,"Supreme Court Justice, Seat G",None Of These Candidates,241
Clark,7312 - County,"Supreme Court Justice, Seat C",None Of These Candidates,251
Clark,7312 - County,"District Court Judge, District 8, Department 20","Rasmussen, Chris T.",252
Clark,7312 - County,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 8","Chelini, Amy",272
Clark,7312 - County,"District Court Judge, District 8, Department 20","Tao, Jerry",274
Clark,7312 - County,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 8","Zimmerman, Ann Elizabeth",278
Clark,7312 - County,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 1","Lippis, Deborah",295
Clark,7312 - County,"District Court Judge, District 8, Department 14","Escobar, Adriana",323
Clark,7312 - County,CLARK COUNTY QUESTION NO. 2,Yes,324
Clark,7312 - County,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 5","Dustin-Cruz, Cynthia",328
Clark,7312 - County,"State Board of Education, District 1","Gonzales-Black, Alexis",329
Clark,7312 - County,CLARK COUNTY QUESTION NO. 2,No,363
Clark,7312 - County,"Supreme Court Justice, Seat C","Cherry, Michael A.",371
Clark,7312 - County,"District Court Judge, District 8, Department  5","Ellsworth, Carolyn",372
Clark,7312 - County,"Supreme Court Justice, Seat G","Saitta, Nancy M.",378
Clark,7312 - County,"Supreme Court Justice, Seat F","Douglas, Michael L.",386
Clark,7312 - County,State Question No. 1,Yes,446
Clark,7312 - County,United States Senator,"Berkley, Shelley",486
Clark,7312 - County,"U.S. Representative in Congress, District 1","Titus, Dina",527
Clark,7312 - County,"State Assembly, District 20","Spiegel, Ellen",546
Clark,7312 - County,"State Senate, District 7","Parks, David",562
Clark,7312 - County,President and Vice President of the United States,"Obama, Barack",588
Clark,7332 - County,President and Vice President of the United States,None Of These Candidates,0
Clark,7332 - County,President and Vice President of the United States,"GOODE, VIRGIL",1
Clark,7332 - County,President and Vice President of the United States,"JOHNSON, GARY",4
Clark,7332 - County,"U.S. Representative in Congress, District 1","Pojunis, William ""Bill""",21
Clark,7332 - County,"U.S. Representative in Congress, District 1","Vaughan, Stan",21
Clark,7332 - County,"District Court Judge, District 8, Department  4","Peyton, Troy E.",29
Clark,7332 - County,United States Senator,None Of These Candidates,34
Clark,7332 - County,"District Court Judge, District 8, Department  4","Watkins, John G.",39
Clark,7332 - County,"District Court Judge, District 8, Department  4","Gale, Bruce L.",41
Clark,7332 - County,United States Senator,"VANDERBEEK, DAVID LORY",43
Clark,7332 - County,"District Court Judge, District 8, Department  4","Mills, Michael C. ""Mike""",50
Clark,7332 - County,"District Court Judge, District 8, Department  4","Kelley, Robert A.",55
Clark,7332 - County,"District Court Judge, District 8, Department  4","Kimble-Simms, Marsha",73
Clark,7332 - County,"District Court Judge, District 8, Department  4","Bailey, Soonhee ""Sunny""",94
Clark,7332 - County,"District Court Judge, District 8, Department  4","Earley, Kerry Louise",95
Clark,7332 - County,"District Court Judge, District 8, Department  4","Lee, Chris",101
Clark,7332 - County,"District Court Judge, District 8, Department  5","Jefferson, Phung",140
Clark,7332 - County,United States Senator,"Heller, Dean",154
Clark,7332 - County,"U.S. Representative in Congress, District 1","Edwards, Chris",156
Clark,7332 - County,President and Vice President of the United States,"Romney, Mitt",173
Clark,7332 - County,"State Senate, District 7","Marsh, Trish",176
Clark,7332 - County,"University Board of Regents, District  4","Corbett, Stavan",178
Clark,7332 - County,"Supreme Court Justice, Seat G",None Of These Candidates,185
Clark,7332 - County,"Supreme Court Justice, Seat F",None Of These Candidates,186
Clark,7332 - County,"Supreme Court Justice, Seat C",None Of These Candidates,192
Clark,7332 - County,"State Board of Education, District 1","Darby, Forrest",220
Clark,7332 - County,"District Court Judge, District 8, Department 14","Davidson, Michael D.",239
Clark,7332 - County,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 5","Jansen, William ""Bill""",240
Clark,7332 - County,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 1","Ginn, Vincent",252
Clark,7332 - County,CLARK COUNTY QUESTION NO. 2,Yes,269
Clark,7332 - County,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 8","Chelini, Amy",269
Clark,7332 - County,"District Court Judge, District 8, Department 20","Rasmussen, Chris T.",272
Clark,7332 - County,State Question No. 1,No,273
Clark,7332 - County,"District Court Judge, District 8, Department 20","Tao, Jerry",285
Clark,7332 - County,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 8","Zimmerman, Ann Elizabeth",307
Clark,7332 - County,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 1","Lippis, Deborah",313
Clark,7332 - County,"District Court Judge, District 8, Department 14","Escobar, Adriana",337
Clark,7332 - County,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 5","Dustin-Cruz, Cynthia",347
Clark,7332 - County,"State Board of Education, District 1","Gonzales-Black, Alexis",351
Clark,7332 - County,"University Board of Regents, District  4","Stephens, Allison",371
Clark,7332 - County,State Question No. 1,Yes,398
Clark,7332 - County,"District Court Judge, District 8, Department  5","Ellsworth, Carolyn",414
Clark,7332 - County,CLARK COUNTY QUESTION NO. 2,No,415
Clark,7332 - County,"Supreme Court Justice, Seat C","Cherry, Michael A.",420
Clark,7332 - County,"Supreme Court Justice, Seat F","Douglas, Michael L.",430
Clark,7332 - County,"Supreme Court Justice, Seat G","Saitta, Nancy M.",436
Clark,7332 - County,United States Senator,"Berkley, Shelley",461
Clark,7332 - County,"U.S. Representative in Congress, District 1","Titus, Dina",479
Clark,7332 - County,"State Senate, District 7","Parks, David",483
Clark,7332 - County,President and Vice President of the United States,"Obama, Barack",529
Clark,7332 - County,"State Assembly, District 18","Carrillo, Richard",596
Clark,7334 - County,President and Vice President of the United States,"GOODE, VIRGIL",1
Clark,7334 - County,President and Vice President of the United States,None Of These Candidates,1
Clark,7334 - County,President and Vice President of the United States,"JOHNSON, GARY",4
Clark,7334 - County,"U.S. Representative in Congress, District 3","Jones, Tom",9
Clark,7334 - County,"District Court Judge, District 8, Department  4","Kelley, Robert A.",12
Clark,7334 - County,"District Court Judge, District 8, Department  4","Peyton, Troy E.",12
Clark,7334 - County,"District Court Judge, District 8, Department  4","Gale, Bruce L.",14
Clark,7334 - County,"District Court Judge, District 8, Department  4","Watkins, John G.",16
Clark,7334 - County,United States Senator,"VANDERBEEK, DAVID LORY",18
Clark,7334 - County,"U.S. Representative in Congress, District 3","Murphy, Jim",19
Clark,7334 - County,"District Court Judge, District 8, Department  4","Mills, Michael C. ""Mike""",22
Clark,7334 - County,United States Senator,None Of These Candidates,23
Clark,7334 - County,"District Court Judge, District 8, Department  4","Lee, Chris",27
Clark,7334 - County,"District Court Judge, District 8, Department  4","Earley, Kerry Louise",40
Clark,7334 - County,"District Court Judge, District 8, Department  4","Bailey, Soonhee ""Sunny""",42
Clark,7334 - County,"District Court Judge, District 8, Department  4","Kimble-Simms, Marsha",45
Clark,7334 - County,"State Board of Education, District 3","Klapproth, Ed",67
Clark,7334 - County,"U.S. Representative in Congress, District 3","Heck, Joe",67
Clark,7334 - County,United States Senator,"Heller, Dean",69
Clark,7334 - County,"District Court Judge, District 8, Department  5","Jefferson, Phung",70
Clark,7334 - County,"State Senate, District 7","Marsh, Trish",70
Clark,7334 - County,President and Vice President of the United States,"Romney, Mitt",71
Clark,7334 - County,"Supreme Court Justice, Seat G",None Of These Candidates,73
Clark,7334 - County,"Supreme Court Justice, Seat C",None Of These Candidates,79
Clark,7334 - County,"Supreme Court Justice, Seat F",None Of These Candidates,82
Clark,7334 - County,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 1","Ginn, Vincent",84
Clark,7334 - County,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 5","Jansen, William ""Bill""",87
Clark,7334 - County,State Question No. 1,No,89
Clark,7334 - County,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 8","Chelini, Amy",91
Clark,7334 - County,"University Board of Regents, District 12","Hammargren, Lonnie ""Doc""",95
Clark,7334 - County,"District Court Judge, District 8, Department 14","Davidson, Michael D.",101
Clark,7334 - County,"District Court Judge, District 8, Department 20","Tao, Jerry",107
Clark,7334 - County,CLARK COUNTY QUESTION NO. 2,Yes,112
Clark,7334 - County,"District Court Judge, District 8, Department 20","Rasmussen, Chris T.",119
Clark,7334 - County,"District Court Judge, District 8, Department 14","Escobar, Adriana",129
Clark,7334 - County,"University Board of Regents, District 12","Anderson, Andrea",133
Clark,7334 - County,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 8","Zimmerman, Ann Elizabeth",137
Clark,7334 - County,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 5","Dustin-Cruz, Cynthia",143
Clark,7334 - County,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 1","Lippis, Deborah",144
Clark,7334 - County,"State Board of Education, District 3","Serafin, Allison",156
Clark,7334 - County,"District Court Judge, District 8, Department  5","Ellsworth, Carolyn",157
Clark,7334 - County,CLARK COUNTY QUESTION NO. 2,No,161
Clark,7334 - County,"Supreme Court Justice, Seat C","Cherry, Michael A.",175
Clark,7334 - County,"Supreme Court Justice, Seat F","Douglas, Michael L.",175
Clark,7334 - County,State Question No. 1,Yes,179
Clark,7334 - County,United States Senator,"Berkley, Shelley",182
Clark,7334 - County,"Supreme Court Justice, Seat G","Saitta, Nancy M.",185
Clark,7334 - County,"U.S. Representative in Congress, District 3","Oceguera, John",186
Clark,7334 - County,"State Senate, District 7","Parks, David",205
Clark,7334 - County,President and Vice President of the United States,"Obama, Barack",217
Clark,7334 - County,"State Assembly, District 18","Carrillo, Richard",241
Clark,7341 - HEN,President and Vice President of the United States,"GOODE, VIRGIL",3
Clark,7341 - HEN,President and Vice President of the United States,None Of These Candidates,3
Clark,7341 - HEN,President and Vice President of the United States,"JOHNSON, GARY",6
Clark,7341 - HEN,"U.S. Representative in Congress, District 3","Jones, Tom",10
Clark,7341 - HEN,"U.S. Representative in Congress, District 3","Murphy, Jim",17
Clark,7341 - HEN,United States Senator,None Of These Candidates,22
Clark,7341 - HEN,"District Court Judge, District 8, Department  4","Peyton, Troy E.",25
Clark,7341 - HEN,"District Court Judge, District 8, Department  4","Mills, Michael C. ""Mike""",26
Clark,7341 - HEN,United States Senator,"VANDERBEEK, DAVID LORY",27
Clark,7341 - HEN,"District Court Judge, District 8, Department  4","Kelley, Robert A.",30
Clark,7341 - HEN,"District Court Judge, District 8, Department  4","Watkins, John G.",30
Clark,7341 - HEN,"District Court Judge, District 8, Department  4","Gale, Bruce L.",38
Clark,7341 - HEN,"District Court Judge, District 8, Department  4","Lee, Chris",53
Clark,7341 - HEN,"District Court Judge, District 8, Department  4","Earley, Kerry Louise",60
Clark,7341 - HEN,"District Court Judge, District 8, Department  4","Kimble-Simms, Marsha",76
Clark,7341 - HEN,"District Court Judge, District 8, Department  4","Bailey, Soonhee ""Sunny""",83
Clark,7341 - HEN,"State Board of Education, District 3","Klapproth, Ed",111
Clark,7341 - HEN,"District Court Judge, District 8, Department  5","Jefferson, Phung",118
Clark,7341 - HEN,"University Board of Regents, District 12","Hammargren, Lonnie ""Doc""",136
Clark,7341 - HEN,"State Senate, District 7","Marsh, Trish",147
Clark,7341 - HEN,President and Vice President of the United States,"Romney, Mitt",154
Clark,7341 - HEN,"Supreme Court Justice, Seat G",None Of These Candidates,155
Clark,7341 - HEN,"Supreme Court Justice, Seat C",None Of These Candidates,160
Clark,7341 - HEN,"Supreme Court Justice, Seat F",None Of These Candidates,161
Clark,7341 - HEN,"State Assembly, District 20","Mendoza, Eric",166
Clark,7341 - HEN,"U.S. Representative in Congress, District 3","Heck, Joe",166
Clark,7341 - HEN,United States Senator,"Heller, Dean",166
Clark,7341 - HEN,"District Court Judge, District 8, Department 14","Davidson, Michael D.",183
Clark,7341 - HEN,State Question No. 1,No,183
Clark,7341 - HEN,"District Court Judge, District 8, Department 20","Rasmussen, Chris T.",207
Clark,7341 - HEN,"District Court Judge, District 8, Department 20","Tao, Jerry",216
Clark,7341 - HEN,"District Court Judge, District 8, Department 14","Escobar, Adriana",242
Clark,7341 - HEN,HENDERSON LIBRARIES QUESTION NO.1,No,245
Clark,7341 - HEN,CLARK COUNTY QUESTION NO. 2,No,269
Clark,7341 - HEN,CLARK COUNTY QUESTION NO. 2,Yes,272
Clark,7341 - HEN,"University Board of Regents, District 12","Anderson, Andrea",276
Clark,7341 - HEN,HENDERSON LIBRARIES QUESTION NO.1,Yes,293
Clark,7341 - HEN,"District Court Judge, District 8, Department  5","Ellsworth, Carolyn",303
